"","V1","V2","V3"
"35407",1513261759,13839.95,0.01421992
"35408",1513261860,13829.82,0.0154749
"35409",1513261863,13829.82,0.28358641
"35410",1513261969,13817.77,0.01557413
"35411",1513261971,13817.77,0.01521975
"35412",1513261975,13817.6,0.00996183
"35413",1513261977,13817.6,0.01521954
"35414",1513261979,13817.6,0.01075047
"35415",1513261990,13817.6,0.01520592
"35416",1513261991,13817.6,0.01520592
"35417",1513261997,13795.32,0.00878
"35418",1513262000,13831.31,0.00022605
"35419",1513262021,13831.42,0.0101948
"35420",1513262024,13831.42,0.0069859
"35421",1513262027,13831.42,0.00353784
"35422",1513262059,13837.48,0.00106247
"35423",1513262065,13837.31,0.00115142
"35424",1513262521,13847.16,0.00917
"35425",1513263035,13825.97,0.0027
"35426",1513263256,13777.94,0.00120763
"35427",1513263608,13791.52,0.01181
"35428",1513263794,13833.47,0.00216971
"35429",1513264072,13834.28,0.00047
"35430",1513264121,13865.28,0.00180657
"35431",1513264650,13769.5,0.00444
"35432",1513265060,13775.37,0.00070844
"35433",1513265216,13856.7,0.00416
"35434",1513265762,13915.14,0.00472
"35435",1513266143,13950,0.0123982
"35436",1513266196,13950,0.02344404
"35437",1513266229,13950.11,0.00268
"35438",1513266484,13901.24,0.104841
"35439",1513266484,13901.26,0.00046564
"35440",1513266502,13899.94,0.01409757
"35441",1513266545,13890,1e-04
"35442",1513266725,13912.56,0.00485
"35443",1513267229,13913.58,0.01366
"35444",1513267369,13912.56,0.00851245
"35445",1513267375,13912.56,0.02520816
"35446",1513267423,13912.56,0.0718775
"35447",1513267424,13912.56,0.03378817
"35448",1513267666,13906.59,0.01093
"35449",1513268214,13906.59,0.06965978
"35450",1513268287,13900.53,0.0149
"35451",1513268647,13905.9,0.01276
"35452",1513268665,13906.59,4.3e-07
"35453",1513268665,13912.56,4.6e-07
"35454",1513268796,13912.96,0.07404325
"35455",1513269204,13970.8,0.01425
"35456",1513269745,13960.88,0.00368
"35457",1513269936,13960.88,0.03475067
"35458",1513270382,13951.4,0.00853
"35459",1513270385,13960.88,5.1e-07
"35460",1513270464,13960.88,0.02069282
"35461",1513270464,13960.88,0.01304574
"35462",1513270508,13960.88,4.4e-07
"35463",1513270931,13940,0.01434718
"35464",1513270949,13946.14,0.00143
"35465",1513271496,13958.15,0.00976
"35466",1513271933,13993.16,0.0018
"35467",1513272167,13993.16,0.00707477
"35468",1513272230,13993.16,1.2e-07
"35469",1513272292,13993.16,0.00020928
"35470",1513272433,13972.52,0.00438
"35471",1513273034,13986.33,0.00833
"35472",1513273596,13986.33,0.00425
"35473",1513273833,13993.16,0.07146349
"35474",1513273834,13993.16,0.07146349
"35475",1513273834,13993.16,0.00691767
"35476",1513274135,13986.33,0.0015
"35477",1513274359,13979.52,5e-04
"35478",1513274405,13969.52,5e-04
"35479",1513274463,13959.52,0.00049994
"35480",1513274467,13959.52,6e-08
"35481",1513274671,13934.88,0.00467
"35482",1513275137,13922.5,0.00732
"35483",1513275287,13900,0.06821131
"35484",1513275287,13900,0.06440734
"35485",1513275323,13900,6e-08
"35486",1513275677,13934.63,0.00228
"35487",1513276259,13955.05,0.0064
"35488",1513276786,13952.73,0.01256
"35489",1513277077,13943.94,0.00065153
"35490",1513277226,13940,0.35868006
"35491",1513277231,13934.63,0.05023005
"35492",1513277277,13934.7,0.01044
"35493",1513277286,13934.63,6e-08
"35494",1513277470,13870.52,0.00049993
"35495",1513277817,13882.14,0.01007
"35496",1513278007,13870.52,7e-08
"35497",1513278400,13826.52,0.01231
"35498",1513278910,13833.81,0.01431
"35499",1513279390,13809.5,0.0099
"35500",1513280064,13848.71,0.00164
"35501",1513280623,13859.11,0.01082
"35502",1513280930,13848.71,0.00216576
"35503",1513280930,13848.71,5.1e-07
"35504",1513280932,13819.56,0.03520562
"35505",1513281228,13828.97,0.00394
"35506",1513281745,13864.38,0.00888
"35507",1513282184,13844.11,0.00136825
"35508",1513282247,13881.63,0.00941
"35509",1513282761,13875.38,0.00175
"35510",1513283254,13878.5,0.00276
"35511",1513283390,13856.2,0.0130648
"35512",1513283395,13856.2,0.00136151
"35513",1513283848,13840.28,0.0048
"35514",1513283941,13856.2,0.001673
"35515",1513283941,13892.9,0.00510322
"35516",1513284297,13892.9,0.00811925
"35517",1513284366,13892.9,1e-08
"35518",1513284473,13842.65,0.00061
"35519",1513284597,13877.13,0.14412201
"35520",1513284999,13839.72,0.01492
"35521",1513285536,13816.41,0.01341
"35522",1513285605,13839.83,0.00042365
"35523",1513286071,13812.63,0.01353
"35524",1513286592,13804.11,0.01377
"35525",1513287153,13790.88,0.01493
"35526",1513287636,13804.08,0.00991
"35527",1513288174,13827.14,0.01424
"35528",1513288728,13835,0.00187
"35529",1513289203,13859.28,0.01327
"35530",1513289713,13910.28,0.00132
"35531",1513290249,13917.79,0.01164
"35532",1513290769,13911.23,0.00238
"35533",1513290903,13947.86,0.01536923
"35534",1513291191,13908.68,0.0122
"35535",1513291394,13866.01,0.00065917
"35536",1513291733,13888.79,0.00441
"35537",1513292353,13893.31,0.00752
"35538",1513292904,13884.81,0.00924
"35539",1513292916,13848.21,0.00709251
"35540",1513292993,13844.79,0.00148349
"35541",1513292999,13844.79,0.00296635
"35542",1513293047,13837.26,0.00727738
"35543",1513293098,13833.43,0.00218174
"35544",1513293131,13831.34,0.01013393
"35545",1513293245,13820,0.00155343
"35546",1513293251,13820,3.22e-06
"35547",1513293259,13817.21,0.00326464
"35548",1513293264,13817.04,0.00326468
"35549",1513293272,13817.04,0.00114112
"35550",1513293278,13817.04,0.00223973
"35551",1513293412,13836.24,0.00364
"35552",1513293823,13871.97,0.0018
"35553",1513294070,13831.05,0.00185936
"35554",1513294077,13831.05,0.00387614
"35555",1513294084,13831.05,0.00186874
"35556",1513294099,13828.6,0.0153013
"35557",1513294103,13828.6,0.01530207
"35558",1513294110,13828.7,0.00087038
"35559",1513294120,13831.04,0.01621116
"35560",1513294123,13831.04,0.016212
"35561",1513294130,13829.1,0.00595534
"35562",1513294398,13868.86,2e-04
"35563",1513294905,13829.05,0.01041
"35564",1513295413,13870.69,0.01413
"35565",1513296048,13893.24,0.00596
"35566",1513296539,13894.49,0.01086
"35567",1513297123,13926,0.00697
"35568",1513297180,13950,0.011
"35569",1513297384,13993.16,4.5e-07
"35570",1513297653,14085.09,0.01265
"35571",1513298206,14070.79,0.01117
"35572",1513298709,14148.67,0.00482
"35573",1513298984,14186.87,0.07048771
"35574",1513298984,14186.87,0.07048771
"35575",1513298985,14186.87,0.07048771
"35576",1513298986,14186.87,0.06226462
"35577",1513299008,14186.87,0.00421577
"35578",1513299031,14186.87,0.04015473
"35579",1513299034,14186.87,0.00309582
"35580",1513299064,14186.87,0.00993609
"35581",1513299196,14220.99,0.01038
"35582",1513299335,14245.88,0.01469116
"35583",1513299341,14245.88,0.00854061
"35584",1513299532,14245.68,0.00694375
"35585",1513299728,14212.57,0.00232
"35586",1513299816,14239.74,0.0007013
"35587",1513300245,14150.5,0.0116
"35588",1513300793,14174.75,0.00723
"35589",1513301314,14196.6,0.01352
"35590",1513301772,14246.07,0.003
"35591",1513302150,14312,0.02061207
"35592",1513302218,14291.97,0.00972
"35593",1513302448,14312,0.00166336
"35594",1513302624,14312,0.02772429
"35595",1513302787,14312,2.8e-07
"35596",1513302788,14349.72,0.00038
"35597",1513303239,14303.51,0.00351
"35598",1513303763,14309.22,0.01075
"35599",1513303926,14262.15,0.06659469
"35600",1513303926,14262.15,0.06659469
"35601",1513303927,14262.15,0.06659469
"35602",1513303927,14262.15,0.06659469
"35603",1513303928,14262.15,0.05185246
"35604",1513303936,14262.15,0.05966349
"35605",1513303936,14262.15,0.05966349
"35606",1513303936,14262.15,0.05966349
"35607",1513303937,14262.15,0.05966349
"35608",1513303938,14262.15,0.05072182
"35609",1513303938,14262.15,0.00894167
"35610",1513303939,14262.15,0.05966349
"35611",1513304287,14164.11,0.0142
"35612",1513304755,14216.16,0.00047
"35613",1513305269,14295.65,0.00304
"35614",1513305793,14397.44,0.01415
"35615",1513306193,14512.11,0.0003387
"35616",1513306326,14501.93,0.00983
"35617",1513306753,14400.41,0.00713
"35618",1513306913,14360.02,0.00033263
"35619",1513307279,14372.08,0.00027
"35620",1513307811,14234.53,0.00033078
"35621",1513307813,14234.53,0.00066915
"35622",1513307975,14220.42,0.00175
"35623",1513308483,14158.95,0.00121
"35624",1513309036,14308.52,0.00873
"35625",1513309532,14339.36,0.00604
"35626",1513310077,14312.07,0.01047
"35627",1513310632,14266.29,0.00834
"35628",1513311128,14248.74,0.0063
"35629",1513311565,14158.29,0.01411
"35630",1513312022,14195.79,0.00545
"35631",1513312475,14256.91,0.00617
"35632",1513312975,14236.04,0.01451
"35633",1513313534,14301,0.00207
"35634",1513314050,14325.61,0.00293
"35635",1513314602,14338.37,0.01172
"35636",1513315031,14373.77,0.01126
"35637",1513315664,14350.09,0.00433
"35638",1513316308,14320.93,0.00745
"35639",1513316884,14297.3,0.01121
"35640",1513317081,14291.29,0.00049994
"35641",1513317128,14298.08,0.00049994
"35642",1513317445,14312.29,0.00843
"35643",1513318044,14334.73,0.01381
"35644",1513318544,14339.2,0.00545
"35645",1513319039,14325.54,0.01128
"35646",1513319539,14257.04,0.00656
"35647",1513320076,14284.7,0.00746
"35648",1513320200,14257.04,0.011
"35649",1513320615,14199.17,0.00552
"35650",1513321043,14205.66,0.01592886
"35651",1513321109,14168.65,0.00521
"35652",1513321573,14200.06,0.01480077
"35653",1513321579,14199.38,0.01480077
"35654",1513321595,14198.08,0.01480283
"35655",1513321599,14198.08,0.01480283
"35656",1513321605,14197.82,0.0148031
"35657",1513321612,14197.75,0.0148031
"35658",1513321619,14197.2,0.01480375
"35659",1513321671,14194.76,0.01480629
"35660",1513321674,14155.7,0.01336
"35661",1513321678,14194.75,0.00234663
"35662",1513322190,14153.45,0.00976
"35663",1513322780,14108.06,0.0095
"35664",1513323330,14134.52,0.01168
"35665",1513323784,14170.2,0.01083
"35666",1513324282,14125.23,0.00014
"35667",1513324885,14077.03,0.0036
"35668",1513325435,14055.49,0.0054
"35669",1513325907,14060.04,0.00496
"35670",1513326039,14060.04,0.00071124
"35671",1513326405,14080.61,0.01058
"35672",1513326785,14080.61,0.02290894
"35673",1513326916,14123.74,0.00836
"35674",1513327446,14182.23,0.00916
"35675",1513327476,14222.73,0.01517491
"35676",1513327983,14228.57,0.01384
"35677",1513328600,14289.07,0.00682
"35678",1513329174,14308.11,0.00751
"35679",1513329586,14320.61,0.00121144
"35680",1513329593,14320.61,0.00121144
"35681",1513329770,14319.15,0.01133
"35682",1513329902,14293.5,0.00850405
"35683",1513329930,14359.57,0.0003286
"35684",1513329968,14352.52,0.00028454
"35685",1513330267,14291.72,0.01042
"35686",1513330816,14328.63,0.01486
"35687",1513330850,14352.52,0.00146514
"35688",1513330901,14352.52,0.00121641
"35689",1513331279,14321.44,0.01465
"35690",1513331763,14346.79,0.01322
"35691",1513331785,14352.52,0.00159275
"35692",1513331829,14352.52,0.02254212
"35693",1513331941,14400,0.011
"35694",1513332080,14431.43,0.01480531
"35695",1513332087,14431.74,0.01480531
"35696",1513332093,14431.76,0.01480531
"35697",1513332100,14431.76,0.01480531
"35698",1513332109,14433.58,0.01480531
"35699",1513332122,14432.51,0.01480531
"35700",1513332128,14432.51,0.01480531
"35701",1513332134,14442.9,0.01480531
"35702",1513332142,14442.9,0.01480531
"35703",1513332148,14444.3,0.00396752
"35704",1513332241,14497.7,0.0068
"35705",1513332621,14616.21,0.00156802
"35706",1513332784,14568.83,0.00101
"35707",1513333296,14682.77,0.00973
"35708",1513333801,14619.67,0.00067
"35709",1513333958,14663.64,0.00139723
"35710",1513333959,14663.64,0.03483335
"35711",1513333964,14663.64,0.00139723
"35712",1513333971,14664.66,0.00171566
"35713",1513334322,14599.27,0.00077
"35714",1513334455,14644.25,0.00091541
"35715",1513334813,14667.32,0.00097
"35716",1513334837,14644.25,0.00575307
"35717",1513334884,14644.25,0.00508736
"35718",1513335301,14525.92,0.00324
"35719",1513335335,14524.79,0.00041738
"35720",1513335510,14534.15,0.00076877
"35721",1513335935,14573.85,0.00476
"35722",1513336361,14554.84,0.00095465
"35723",1513336536,14592.95,0.01406
"35724",1513337068,14598.88,0.00794
"35725",1513337155,14608.23,0.03239612
"35726",1513337161,14608.23,0.00149984
"35727",1513337225,14608.23,0.11539857
"35728",1513337577,14645.08,0.00196
"35729",1513338118,14682.2,0.01027
"35730",1513338281,14700,0.01080822
"35731",1513338282,14700,3.221e-05
"35732",1513338660,14774.09,0.0044
"35733",1513338671,14801.65,0.00167693
"35734",1513338672,14801.65,0.00167887
"35735",1513338674,14801.65,0.00168081
"35736",1513338675,14801.65,0.00168275
"35737",1513338683,14794.7,0.0142672
"35738",1513338690,14794.7,0.0142672
"35739",1513338711,14787.22,0.01427442
"35740",1513338712,14787.22,0.01427442
"35741",1513338729,14787.22,0.0116875
"35742",1513338805,14780.6,0.01482041
"35743",1513338806,14780.6,0.01482041
"35744",1513338808,14780.6,0.01482041
"35745",1513338809,14780.6,0.01482041
"35746",1513338811,14780.6,0.01482041
"35747",1513338812,14751.31,0.01430916
"35748",1513338813,14751.31,0.01430916
"35749",1513338815,14751.31,0.01430916
"35750",1513338816,14751.31,0.01430916
"35751",1513338821,14751.31,0.01484723
"35752",1513338829,14751.13,0.01430934
"35753",1513338833,14751.13,0.01430934
"35754",1513338839,14751.13,0.014861
"35755",1513338840,14751.13,0.014861
"35756",1513338842,14751.13,0.014861
"35757",1513338843,14751.13,0.0002632
"35758",1513338845,14750.95,0.00026418
"35759",1513338846,14750.95,0.01430951
"35760",1513338860,14750.95,0.0044
"35761",1513338867,14797.76,0.00823369
"35762",1513338867,14797.76,0.01426425
"35763",1513338869,14797.76,0.01426425
"35764",1513338870,14797.76,0.01426425
"35765",1513338905,14815.8,0.0007872
"35766",1513339177,14789.29,0.00428
"35767",1513339206,14818.63,0.00386902
"35768",1513339232,14818.15,0.01484224
"35769",1513339242,14818.15,0.01484237
"35770",1513339243,14818.15,0.01484237
"35771",1513339244,14818.15,0.01484266
"35772",1513339251,14818.21,0.01424456
"35773",1513339254,14818.21,0.00425672
"35774",1513339256,14818.21,0.00425672
"35775",1513339688,14869.99,0.00944
"35776",1513339729,14872.39,0.0144281
"35777",1513339731,14872.39,0.01403868
"35778",1513339854,14865.87,9e-04
"35779",1513340229,15006.82,0.00532
"35780",1513340720,14932.23,0.02374208
"35781",1513340814,14992.38,0.00733
"35782",1513341363,15021.02,0.01448
"35783",1513341881,15016.35,0.04
"35784",1513341890,15053.94,0.00281
"35785",1513342457,15024.9,0.00413
"35786",1513343007,15028.75,0.00666
"35787",1513343142,15045,0.00517714
"35788",1513343252,15035.89,0.00915277
"35789",1513343359,15000,0.01060573
"35790",1513343360,14992.33,0.00265336
"35791",1513343502,14972.24,0.00238
"35792",1513343629,14910.65,0.00065123
"35793",1513344017,14921.64,0.00488
"35794",1513344052,14910.65,0.00067051
"35795",1513344346,14910.65,1.5e-07
"35796",1513344346,14865.2,0.0006144
"35797",1513344356,14865.2,0.00050525
"35798",1513344545,14859.84,0.00163
"35799",1513345144,14826.33,0.01138
"35800",1513345760,14735.46,0.00884
"35801",1513346199,14837.7,0.01415
"35802",1513346244,14878.45,0.00336056
"35803",1513346795,14928.74,0.00148
"35804",1513347293,14915.17,6e-04
"35805",1513347799,14911.72,0.00042
"35806",1513348284,14912.09,0.00123
"35807",1513348325,14911.72,0.0087
"35808",1513348807,14871.48,0.00496
"35809",1513349308,14830.43,0.01488
"35810",1513349400,14874.84,0.00336138
"35811",1513349849,14857.34,0.00244
"35812",1513350419,14845.31,0.00276
"35813",1513350566,14850.17,0.00062628
"35814",1513350887,14932.7,0.02009013
"35815",1513350932,14885.21,0.00215
"35816",1513351418,14822.51,0.01181
"35817",1513351424,14841.89,0.00098914
"35818",1513351655,14800,0.00202183
"35819",1513351935,14821.15,0.01452
"35820",1513352504,14824.41,0.00735
"35821",1513353002,14840.03,0.015
"35822",1513353021,14824.41,0.00451957
"35823",1513353289,14800,5.2e-06
"35824",1513353289,14780.91,0.00161197
"35825",1513353536,14806.63,0.00206
"35826",1513354127,14849.82,0.00054
"35827",1513354657,14925.63,0.00377
"35828",1513355214,14967.65,0.00441
"35829",1513355494,14930.42,0.00158849
"35830",1513355592,14919.64,0.338084
"35831",1513355592,14919.64,0.264216
"35832",1513355592,14919.62,0.175154
"35833",1513355592,14919.62,0.107525
"35834",1513355592,14919.56,0.404579
"35835",1513355592,14919.5,0.17119299
"35836",1513355705,14923.66,0.01246
"35837",1513356188,14843.34,0.00225
"35838",1513356779,14824.2,0.00557
"35839",1513356924,14802.79,0.00496764
"35840",1513357349,14845.32,0.01242
"35841",1513357894,14836,0.00063
"35842",1513358492,14867.02,0.00143
"35843",1513358988,14909.89,0.001
"35844",1513359120,14893.76,0.455754
"35845",1513359120,14893.76,0.40887
"35846",1513359120,14893.32,0.174037
"35847",1513359120,14893.32,0.106223
"35848",1513359120,14893.32,0.262936
"35849",1513359120,14888.35,0.33383
"35850",1513359120,14870.03,0.516912
"35851",1513359120,14867.82,0.33872035
"35852",1513359522,14936.69,0.01398
"35853",1513359718,14856.33,0.00156502
"35854",1513359726,14856.32,0.00157016
"35855",1513359731,14851.52,0.00157067
"35856",1513359745,14851.53,0.00104117
"35857",1513360011,14869.32,0.01411
"35858",1513360520,14864.16,0.00467
"35859",1513361036,14851.24,0.01302
"35860",1513361594,14755.11,0.01033
"35861",1513361730,14820.43,0.405447
"35862",1513361730,14820.43,0.103652
"35863",1513361730,14820.97,0.458648
"35864",1513361730,14820.97,0.177265
"35865",1513361730,14827.87,0.268638
"35866",1513361730,14827.87,0.337224
"35867",1513361730,14832.08,0.03859454
"35868",1513362173,14779.04,0.00741
"35869",1513362769,14801.67,0.00581
"35870",1513362873,14811.38,0.00155286
"35871",1513363300,14806.47,0.00664
"35872",1513363616,14928.05,0.00066987
"35873",1513363836,14909.91,0.01126
"35874",1513364263,14948.57,0.00488
"35875",1513364457,14934.35,0.00152332
"35876",1513364833,14976.91,0.04999963
"35877",1513364865,14966.52,0.01447
"35878",1513364946,14976.91,3.7e-07
"35879",1513365425,14987.5,0.01444
"35880",1513366059,14922.95,0.01033
"35881",1513366626,14953.14,0.00014
"35882",1513366689,14991.61,0.00036154
"35883",1513367113,14953.7,0.0085
"35884",1513367710,14975.79,0.0053
"35885",1513368211,14974.97,0.00531
"35886",1513368728,14927.54,0.00815
"35887",1513369216,14959.42,0.00332
"35888",1513369674,14954.35,0.01165
"35889",1513369844,15011.16,0.407306
"35890",1513369844,15011.16,0.25886503
"35891",1513370139,14946.84,0.0104
"35892",1513370263,14996.4,0.00328868
"35893",1513370683,14951.26,0.00218
"35894",1513370787,15034.46,0.00309013
"35895",1513371227,14921.33,0.00081
"35896",1513371753,14961.53,0.00504
"35897",1513372283,15019.57,0.00022063
"35898",1513372296,14991.16,0.01263
"35899",1513372334,14961.53,0.04999999
"35900",1513372446,14961.53,1e-08
"35901",1513372446,14908.87,0.452571
"35902",1513372446,14908.87,0.40446599
"35903",1513372483,14895.89,0.02960253
"35904",1513372489,14895.89,0.37774347
"35905",1513372489,14895.52,0.02638212
"35906",1513372493,14895.52,0.00048463
"35907",1513372526,14868.56,0.09902431
"35908",1513372562,14868.56,0.02426428
"35909",1513372598,14819.45,0.00594556
"35910",1513372805,14863.19,0.01025
"35911",1513373324,14744.24,0.00175
"35912",1513373409,14689.17,0.0001078
"35913",1513373905,14818.5,0.00838
"35914",1513374390,14819.88,0.01432
"35915",1513375024,14850.04,0.01266
"35916",1513375309,14907.08,0.10145
"35917",1513375309,14907.15,0.17811
"35918",1513375309,14907.46,0.02090888
"35919",1513375581,14846.06,0.01423
"35920",1513375953,14757.46,0.00098638
"35921",1513376159,14797.93,0.00177
"35922",1513376405,14757.46,0.05901362
"35923",1513376621,14698.93,0.01256
"35924",1513377167,14734.88,0.00668
"35925",1513377668,14728.72,0.0025
"35926",1513378129,14723.11,0.01361
"35927",1513378583,14762.99,0.01184
"35928",1513379120,14785.31,0.01412
"35929",1513379712,14819.2,0.26318
"35930",1513379712,14819.33,0.333744
"35931",1513379712,14821.29,0.40305
"35932",1513379712,14821.38,0.457297
"35933",1513379712,14821.42,0.103097
"35934",1513379712,14821.52,0.173442
"35935",1513379712,14825.74,0.712203
"35936",1513379712,14826.75,0.39298116
"35937",1513379719,14825.74,0.13490051
"35938",1513379723,14825.74,0.57742749
"35939",1513379723,14826.75,0.31788085
"35940",1513379728,14778.42,0.00068
"35941",1513379766,14829.19,0.00042185
"35942",1513380197,14844.44,0.00145
"35943",1513380661,14837.91,0.0031
"35944",1513381174,14819.4,0.01345
"35945",1513381710,14820.36,0.00243
"35946",1513382200,14851.43,0.01107
"35947",1513382245,14894.75,0.00079625
"35948",1513382683,14824.78,0.01285
"35949",1513383224,14827.12,0.00754
"35950",1513383727,14840.73,0.00443
"35951",1513383947,14876.96,0.00055992
"35952",1513384178,14837.69,0.0085
"35953",1513384693,14917.54,0.01304
"35954",1513384995,14891.42,0.00144559
"35955",1513385120,14867.86,0.01054
"35956",1513385623,14890.36,0.00311
"35957",1513386085,14852.79,0.01413
"35958",1513386648,14836.28,0.00707
"35959",1513387203,14839.4,0.00761
"35960",1513387756,14835.62,0.00667
"35961",1513388221,14816.24,0.01237
"35962",1513388772,14794.88,0.00096
"35963",1513388930,14835.24,0.00402622
"35964",1513389028,14847.11,0.00384182
"35965",1513389377,14827.77,0.00498
"35966",1513389780,14814.59,0.00463
"35967",1513389851,14854.78,0.00077079
"35968",1513390367,14805.47,0.0102
"35969",1513390871,14826.77,0.00425
"35970",1513391346,14812.6,0.00846
"35971",1513391876,14796.78,0.00282
"35972",1513392483,14784.81,0.00154
"35973",1513393060,14765.5,0.01387
"35974",1513393278,14757.36,0.00299998
"35975",1513393514,14762.99,0.00021
"35976",1513393699,14757.36,2e-08
"35977",1513394023,14727.24,0.01218
"35978",1513394692,14770.62,0.00837
"35979",1513395206,14759.65,0.00433
"35980",1513395769,14730.48,0.00464
"35981",1513396295,14697.74,0.00472
"35982",1513396872,14702.12,0.00801
"35983",1513396889,14735.86,0.00064797
"35984",1513397406,14743.75,0.01412
"35985",1513397893,14784.86,0.0066
"35986",1513398327,14812.4,0.01398
"35987",1513398826,14819.13,0.00101
"35988",1513399309,14792.84,0.01098
"35989",1513399830,14781.2,0.00812
"35990",1513400318,14789.29,0.00455
"35991",1513400866,14807.8,0.01117
"35992",1513401310,14817.39,0.00327
"35993",1513401782,14819.56,0.00996
"35994",1513402303,14801.31,0.00883
"35995",1513402722,14803.11,0.00276
"35996",1513403234,14807.12,0.01108
"35997",1513403797,14814.86,0.00064
"35998",1513403871,14784.54,0.00103649
"35999",1513404372,14812.04,0.00361
"36000",1513404847,14826.97,0.00221
"36001",1513404922,14794.51,0.00127912
"36002",1513405521,14879.83,0.00341
"36003",1513405914,14876.72,0.00954
"36004",1513406527,14921.11,0.01431
"36005",1513407050,14939.15,0.00737
"36006",1513407624,14941.45,0.01368
"36007",1513408065,14946.31,0.00363
"36008",1513408556,14959.04,0.00156
"36009",1513408867,14959.04,0.00016082
"36010",1513409059,14997.83,0.00875
"36011",1513409069,15031,0.00547876
"36012",1513409169,15045,0.29482286
"36013",1513409311,15059.88,0.03180636
"36014",1513409567,15036.27,0.00228
"36015",1513409594,15069.33,0.00500022
"36016",1513409595,15069.33,0.00500022
"36017",1513410031,14988.33,0.00066
"36018",1513410423,15002.31,0.013
"36019",1513410845,14986.02,0.00366
"36020",1513411370,15013.58,0.0079
"36021",1513411863,15005.97,0.00732
"36022",1513412280,14969.7,0.00511
"36023",1513412397,14921.76,0.00056701
"36024",1513412397,14921.76,0.00056701
"36025",1513412872,14962.44,0.00883
"36026",1513413552,14943.22,0.00484
"36027",1513413785,14968.63,0.00147909
"36028",1513413785,14968.63,0.00147909
"36029",1513414079,14961.86,0.00546
"36030",1513414406,15021.07,0.39948086
"36031",1513414434,15015.82,0.00052334
"36032",1513414599,15004.9,0.00915
"36033",1513415130,15022.04,0.01214
"36034",1513415640,15029.58,0.00461
"36035",1513415713,14998.14,0.33151617
"36036",1513416177,15044.27,0.01093
"36037",1513416778,15027.95,0.00688
"36038",1513417323,15035.31,0.00124
"36039",1513417811,15036.47,0.01222
"36040",1513418277,15050.44,0.00096
"36041",1513418720,15027.99,0.01467
"36042",1513418779,15007.16,0.00144518
"36043",1513418779,15007.16,0.00144518
"36044",1513419280,15050.44,0.01060567
"36045",1513419390,15034.86,0.00226
"36046",1513419920,15047.84,0.00424
"36047",1513419981,15050.44,6e-08
"36048",1513420484,15031.49,0.01226
"36049",1513421047,15025.24,0.01008
"36050",1513421568,15014.7,0.00352
"36051",1513422049,15021.48,0.01112
"36052",1513422555,15029.55,0.00074
"36053",1513423072,15041.49,0.01286
"36054",1513423588,15061.23,0.0118
"36055",1513423715,15011.19,0.00141301
"36056",1513423719,15011.88,0.00290493
"36057",1513424113,15056.69,0.00457
"36058",1513424528,15129.14,0.03055098
"36059",1513424672,15105.63,0.00711
"36060",1513425199,15110.45,0.01134
"36061",1513425290,15067.3,0.00082738
"36062",1513425290,15067.3,0.00082738
"36063",1513425426,15068.56,0.00112362
"36064",1513425750,15125.08,0.01033
"36065",1513425924,15088.4,0.00090923
"36066",1513425933,15088.4,0.00033558
"36067",1513426319,15139.46,0.01245
"36068",1513426324,15178.06,0.00437671
"36069",1513426752,15134.77,0.00802
"36070",1513426947,15146.38,0.00011905
"36071",1513427164,15146.38,0.01055632
"36072",1513427164,15146.38,0.00470082
"36073",1513427215,15096.34,0.00328
"36074",1513427512,15096.34,0.00209133
"36075",1513427722,15109.82,0.0073
"36076",1513428238,15119,0.00428
"36077",1513428798,15119,0.00779946
"36078",1513428799,15119,5.4e-07
"36079",1513428813,15131.45,0.01171
"36080",1513429355,15164.88,0.0107
"36081",1513429900,15171.72,0.01191
"36082",1513430356,15230.74,0.00703
"36083",1513430471,15250,0.01055607
"36084",1513430540,15250,2.5e-07
"36085",1513430832,15291.29,0.01387
"36086",1513430868,15294.17,0.02875811
"36087",1513430910,15321.68,0.00057689
"36088",1513431367,15279.49,0.01167
"36089",1513431950,15259.22,0.01128
"36090",1513432029,15256.32,0.01054969
"36091",1513432092,15253,0.030704
"36092",1513432135,15227.8,0.00665099
"36093",1513432191,15225.82,0.00905764
"36094",1513432265,15219.49,0.00255396
"36095",1513432290,15171.27,0.0003355
"36096",1513432467,15167.23,0.00742
"36097",1513432530,15197.91,0.01992248
"36098",1513432991,15205.33,0.01346
"36099",1513433510,15199.99,0.00633
"36100",1513433651,15233.33,0.00049956
"36101",1513433984,15222.44,0.00982
"36102",1513434340,15265.51,0.00095247
"36103",1513434340,15265.51,0.00095247
"36104",1513434534,15252.39,0.00335
"36105",1513434589,15298.93,0.0286373
"36106",1513435012,15311.93,0.00516
"36107",1513435508,15327.13,0.01106
"36108",1513435805,15327.13,0.01054927
"36109",1513435926,15327.13,4.2e-07
"36110",1513436022,15361.99,0.01408
"36111",1513436261,15374,0.0372473
"36112",1513436261,15374,0.0127527
"36113",1513436396,15430.18,0.0355874
"36114",1513436465,15438.47,0.03723879
"36115",1513436591,15377.78,0.03730968
"36116",1513436600,15363.88,0.0036
"36117",1513436826,15389,0.02437455
"36118",1513436963,15420.4,0.03723379
"36119",1513437093,15396.91,0.00102
"36120",1513437652,15520.53,0.01224184
"36121",1513437716,15486.57,0.00537
"36122",1513438309,15489.42,0.00133
"36123",1513438889,15642.78,0.00262
"36124",1513439046,15660.4,0.01488723
"36125",1513439478,15686.71,0.00996
"36126",1513439539,15715.41,0.00222711
"36127",1513439940,15742.02,0.00365
"36128",1513440553,15717.32,0.01172
