"","V1","V2","V3"
"1273",1506040278,3052.3650025,0.0027
"1274",1506040307,3052.3650025,0.0027
"1275",1506040337,3052.3650025,0.0013
"1276",1506040365,3052.3650025,0.0017
"1277",1506040394,3052.3650025,0.0022
"1278",1506040423,3052.3650025,0.0021
"1279",1506040453,3052.3650025,0.0014
"1280",1506040481,3052.3650025,0.0053
"1281",1506040510,3052.3650025,0.0041
"1282",1506040539,3052.3650025,0.0017
"1283",1506040568,3052.3650025,0.0025
"1284",1506040598,3052.3650025,0.0016
"1285",1506040626,3052.3650025,0.0057
"1286",1506040655,3050.86876214,0.0053
"1287",1506040684,3050.86876214,0.0056
"1288",1506040713,3050.86876214,0.0048
"1289",1506040742,3050.86876214,0.0042
"1290",1506040772,3050.86876214,0.0021
"1291",1506040801,3050.86876214,0.0028
"1292",1506040831,3052.4549935,0.0027
"1293",1506040858,3052.4549935,0.0046
"1294",1506040888,3052.4549935,0.0045
"1295",1506040917,3052.4549935,0.0011
"1296",1506040947,3052.4549935,0.0014
"1297",1506040975,3052.4549935,0.0051
"1298",1506041006,3052.4549935,0.004
"1299",1506041034,3052.4549935,0.0025
"1300",1506041065,3054.03139613,0.002
"1301",1506041092,3054.03139613,0.004
"1302",1506041122,3052.2649745,0.0027
"1303",1506041150,3052.2649745,0.0022
"1304",1506041179,3052.2649745,0.0056
"1305",1506041208,3052.2649745,0.0043
"1306",1506041237,3052.2649745,0.0046
"1307",1506041266,3052.2649745,0.0017
"1308",1506041295,3052.2649745,0.0028
"1309",1506041324,3052.2649745,0.0034
"1310",1506041355,3052.2649745,0.001
"1311",1506041382,3052.2649745,0.0028
"1312",1506041411,3052.2649745,0.0041
"1313",1506041441,3052.2649745,0.0028
"1314",1506041471,3052.2649745,0.0026
"1315",1506041499,3052.2649745,0.0058
"1316",1506041528,3052.2649745,0.0017
"1317",1506041558,3052.2649745,0.0024
"1318",1506041587,3052.2649745,0.0013
"1319",1506041616,3052.2649745,0.0034
"1320",1506041645,3052.2649745,0.0035
"1321",1506041675,3052.2649745,0.0058
"1322",1506041703,3052.2649745,0.0018
"1323",1506041732,3052.2649745,0.0035
"1324",1506041760,3050.48877214,0.0044
"1325",1506041790,3052.0050005,0.0017
"1326",1506041818,3052.0050005,0.002
"1327",1506041848,3052.0050005,0.0015
"1328",1506041877,3052.0050005,0.0044
"1329",1506041907,3052.0050005,0.0012
"1330",1506041935,3052.0050005,0.0038
"1331",1506041964,3052.0050005,0.0028
"1332",1506041993,3052.0050005,0.0026
"1333",1506042024,3052.0050005,0.004
"1334",1506042054,3053.5311581,0.0043
"1335",1506042080,3052.480048,0.0023
"1336",1506042108,3052.480048,0.003
"1337",1506042138,3052.480048,0.0015
"1338",1506042167,3052.480048,0.0027
"1339",1506042196,3052.480048,0.0018
"1340",1506042224,3052.480048,0.0041
"1341",1506042255,3051.43805721,0.0024
"1342",1506042283,3051.43805721,0.0048
"1343",1506042313,3051.43805721,0.0048
"1344",1506042340,3051.43805721,0.0054
"1345",1506042371,3052.48816221,0.0023
"1346",1506042399,3052.48816221,0.0017
"1347",1506042428,3052.48816221,0.0054
"1348",1506042457,3052.48816221,0.001
"1349",1506042486,3052.48816221,0.002
"1350",1506042515,3052.48816221,0.0042
"1351",1506042544,3052.48816221,0.0011
"1352",1506042574,3052.48816221,0.0023
"1353",1506042603,3052.48816221,0.0056
"1354",1506042632,3052.48816221,0.0045
"1355",1506042661,3052.48816221,0.0014
"1356",1506042691,3052.48816221,0.0014
"1357",1506042719,3052.48816221,0.0027
"1358",1506042748,3052.48816221,0.0027
"1359",1506042778,3052.48816221,0.0057
"1360",1506042806,3052.48816221,0.0046
"1361",1506042836,3052.48816221,0.0021
"1362",1506042865,3052.48816221,0.001
"1363",1506042895,3052.48816221,0.0015
"1364",1506042925,3052.48816221,0.0055
"1365",1506042953,3052.48816221,0.002
"1366",1506042982,3052.48816221,0.0025
"1367",1506043011,3050.98121792,0.0014
"1368",1506043041,3053.96937908,0.0021
"1369",1506043069,3053.96937908,0.0048
"1370",1506043099,3053.96937908,0.0012
"1371",1506043127,3053.96937908,0.0011
"1372",1506043157,3053.96937908,0.0043
"1373",1506043184,3053.96937908,0.0032
"1374",1506043214,3053.96937908,0.0055
"1375",1506043243,3053.96937908,0.0048
"1376",1506043274,3053.96937908,0.0018
"1377",1506043302,3055.93754587,0.0037
"1378",1506043331,3054.54443658,0.0054
"1379",1506043360,3054.54443658,0.0017
"1380",1506043390,3054.54443658,0.0046
"1381",1506043418,3054.54443658,0.0023
"1382",1506043448,3054.54443658,0.0031
"1383",1506043477,3054.54443658,0.0032
"1384",1506043506,3054.54443658,0.002
"1385",1506043535,3054.54443658,0.0046
"1386",1506043564,3054.54443658,0.0035
"1387",1506043593,3054.54443658,0.0013
"1388",1506043622,3054.54443658,0.003
"1389",1506043652,3054.54443658,0.0047
"1390",1506043680,3054.54443658,0.0038
"1391",1506043713,3054.54443658,0.0043
"1392",1506043739,3054.54443658,0.0033
"1393",1506043771,3056.200001,0.0017
"1394",1506043798,3056.200001,0.0021
"1395",1506043828,3056.200001,0.0046
"1396",1506043856,3056.200001,0.0054
"1397",1506043886,3056.200001,0.0025
"1398",1506043914,3056.200001,0.004
"1399",1506043944,3056.200001,0.0044
"1400",1506043973,3056.200001,0.0025
"1401",1506044004,3056.200001,0.0018
"1402",1506044031,3056.200001,0.0021
"1403",1506044060,3056.200001,0.0024
"1404",1506044089,3056.200001,0.0055
"1405",1506044118,3056.200001,0.0044
"1406",1506044147,3056.200001,0.0056
"1407",1506044176,3056.200001,0.0036
"1408",1506044205,3056.200001,0.0035
"1409",1506044235,3056.200001,0.0051
"1410",1506044263,3056.200001,0.0023
"1411",1506044292,3056.210002,0.0056
"1412",1506044321,3056.210002,0.0023
"1413",1506044350,3056.210002,0.0014
"1414",1506044379,3056.210002,0.0025
"1415",1506044408,3056.210002,0.0034
"1416",1506044436,3056.210002,0.0027
"1417",1506044466,3056.210002,0.0043
"1418",1506044495,3056.210002,0.0026
"1419",1506044524,3056.210002,0.0021
"1420",1506044554,3056.210002,0.0023
"1421",1506044583,3056.210002,0.0043
"1422",1506044612,3056.210002,0.0016
"1423",1506044642,3056.210002,0.0051
"1424",1506044671,3056.210002,0.0034
"1425",1506044699,3054.68938908,0.0027
"1426",1506044730,3056.279995,0.0054
"1427",1506044758,3056.279995,0.0011
"1428",1506044787,3056.279995,0.0045
"1429",1506044816,3056.279995,0.0044
"1430",1506044846,3056.279995,0.0053
"1431",1506044874,3056.279995,0.0024
"1432",1506044903,3056.279995,0.0046
"1433",1506044932,3056.279995,0.0036
"1434",1506044962,3056.279995,0.0021
"1435",1506044990,3056.279995,0.0043
"1436",1506045021,3056.279995,0.0047
"1437",1506045048,3056.279995,0.0037
"1438",1506045078,3056.279995,0.0031
"1439",1506045107,3056.279995,0.0055
"1440",1506045137,3056.279995,0.0028
"1441",1506045165,3056.279995,0.004
"1442",1506045196,3056.279995,0.001
"1443",1506045223,3057.86332332,0.0043
"1444",1506045254,3056.3350005,0.0013
"1445",1506045282,3056.3350005,0.0021
"1446",1506045311,3056.3350005,0.0027
"1447",1506045339,3056.3350005,0.0044
"1448",1506045369,3056.3350005,0.0017
"1449",1506045397,3056.3350005,0.0058
"1450",1506045427,3056.3350005,0.0028
"1451",1506045456,3056.3350005,0.0032
"1452",1506045485,3056.3350005,0.0027
"1453",1506045515,3056.3350005,0.0034
"1454",1506045543,3056.3350005,0.0058
"1455",1506045573,3056.3350005,0.0014
"1456",1506045601,3056.3350005,0.0033
"1457",1506045634,3056.3350005,0.0056
"1458",1506045661,3054.80942308,0.002
"1459",1506045688,3056.3350005,0.0044
"1460",1506045716,3056.3350005,0.0013
"1461",1506045746,3056.3350005,0.0012
"1462",1506045776,3056.3350005,0.0018
"1463",1506045806,3056.3350005,0.0027
"1464",1506045834,3056.3350005,0.0036
"1465",1506045863,3056.3350005,0.0015
"1466",1506045891,3056.3350005,0.0036
"1467",1506045921,3056.3350005,0.0052
"1468",1506045950,3056.3350005,0.0033
"1469",1506045979,3056.3350005,0.0026
"1470",1506046008,3056.3350005,0.0052
"1471",1506046036,3056.3350005,0.005
"1472",1506046066,3056.3350005,0.0035
"1473",1506046096,3056.3350005,0.0037
"1474",1506046124,3056.3350005,0.0045
"1475",1506046154,3056.3350005,0.0058
"1476",1506046183,3057.86332332,0.0016
"1477",1506046212,3056.3350005,0.0035
"1478",1506046240,3056.3350005,0.0014
"1479",1506046270,3056.3350005,0.0021
"1480",1506046299,3056.3350005,0.0031
"1481",1506046328,3056.3350005,0.0034
"1482",1506046356,3056.3350005,0.0037
"1483",1506046386,3056.3350005,0.0021
"1484",1506046415,3056.3350005,0.004
"1485",1506046444,3056.3350005,0.0043
"1486",1506046473,3056.3350005,0.0023
"1487",1506046502,3056.3350005,0.0058
"1488",1506046532,3056.3350005,0.005
"1489",1506046560,3056.3350005,0.0033
"1490",1506046589,3054.80938808,0.0056
"1491",1506046618,3054.80938808,0.0011
"1492",1506046647,3056.3350005,0.0018
"1493",1506046676,3056.3350005,0.0048
"1494",1506046706,3056.3350005,0.0051
"1495",1506046736,3056.3350005,0.0036
"1496",1506046764,3056.3350005,0.0041
"1497",1506046792,3056.3350005,0.001
"1498",1506046823,3056.3350005,0.003
"1499",1506046851,3056.3350005,0.0033
"1500",1506046881,3056.3350005,0.0042
"1501",1506046909,3056.3350005,0.0034
"1502",1506046939,3056.3350005,0.0057
"1503",1506046967,3056.3350005,0.0032
"1504",1506046996,3056.3350005,0.0034
"1505",1506047024,3056.3350005,0.0045
"1506",1506047054,3056.3350005,0.0054
"1507",1506047083,3056.3350005,0.0055
"1508",1506047112,3056.3350005,0.005
"1509",1506047140,3056.3350005,0.0056
"1510",1506047171,3056.340001,0.0015
"1511",1506047199,3056.340001,0.0051
"1512",1506047228,3056.340001,0.0057
"1513",1506047257,3056.340001,0.0012
"1514",1506047286,3056.340001,0.001
"1515",1506047315,3056.340001,0.0016
"1516",1506047344,3056.340001,0.0034
"1517",1506047373,3056.340001,0.0052
"1518",1506047402,3056.340001,0.0056
"1519",1506047431,3056.340001,0.0013
"1520",1506047460,3056.340001,0.0051
"1521",1506047490,3056.340001,0.0024
"1522",1506047519,3056.340001,0.0013
"1523",1506047550,3056.340001,0.0015
"1524",1506047576,3054.81436858,0.0011
"1525",1506047607,3056.3450005,0.0053
"1526",1506047635,3056.3450005,0.0028
"1527",1506047664,3056.3450005,0.0057
"1528",1506047693,3056.3450005,0.005
"1529",1506047722,3056.3450005,0.0056
"1530",1506047750,3056.3450005,0.0031
"1531",1506047780,3056.3450005,0.0021
"1532",1506047809,3056.3450005,0.0043
"1533",1506047838,3056.3450005,0.0055
"1534",1506047867,3056.3450005,0.0058
"1535",1506047898,3056.3450005,0.0055
"1536",1506047926,3056.3450005,0.0018
"1537",1506047957,3056.3450005,0.0037
"1538",1506047985,3056.3450005,0.0021
"1539",1506048015,3056.3450005,0.002
"1540",1506048043,3056.3450005,0.0016
"1541",1506048072,3057.87332832,0.0026
"1542",1506048100,3057.87332832,0.0022
"1543",1506048131,3056.3450005,0.0034
"1544",1506048159,3056.3450005,0.0036
"1545",1506048189,3056.3450005,0.0041
"1546",1506048218,3056.3450005,0.0031
"1547",1506048246,3056.3450005,0.003
"1548",1506048276,3056.3450005,0.0015
"1549",1506048305,3056.3450005,0.0033
"1550",1506048333,3056.3450005,0.0012
"1551",1506048363,3056.3450005,0.0053
"1552",1506048391,3056.3450005,0.0032
"1553",1506048421,3056.3450005,0.0028
"1554",1506048449,3056.3450005,0.0037
"1555",1506048479,3056.3450005,0.003
"1556",1506048508,3056.3450005,0.0038
"1557",1506048537,3054.81938808,0.0048
"1558",1506048566,3056.340001,0.0027
"1559",1506048595,3056.340001,0.0033
"1560",1506048624,3056.340001,0.0051
"1561",1506048653,3056.340001,0.0025
"1562",1506048684,3056.340001,0.0048
"1563",1506048711,3056.340001,0.0013
"1564",1506048741,3056.340001,0.0023
"1565",1506048769,3056.340001,0.0012
"1566",1506048798,3056.340001,0.0052
"1567",1506048828,3056.340001,0.0056
"1568",1506048859,3056.340001,0.0048
"1569",1506048886,3056.340001,0.0023
"1570",1506048916,3056.340001,0.0012
"1571",1506048945,3056.340001,0.0021
"1572",1506048975,3056.340001,0.0051
"1573",1506049004,3056.340001,0.0034
"1574",1506049035,3056.340001,0.0035
"1575",1506049063,3057.86332332,0.0045
"1576",1506049093,3057.86332332,0.0052
"1577",1506049121,3057.86332332,0.0042
"1578",1506049150,3057.86332332,0.0044
"1579",1506049179,3057.86332332,0.0027
"1580",1506049209,3057.86332332,0.002
"1581",1506049241,3057.86332332,0.0033
"1582",1506049269,3057.86332332,0.0051
"1583",1506049295,3057.86332332,0.0012
"1584",1506049325,3057.86332332,0.0015
"1585",1506049354,3057.86332332,0.0041
"1586",1506049383,3057.86332332,0.0024
"1587",1506049412,3073.14655149,0.0048
"1588",1506049441,3073.14655149,0.0023
"1589",1506049470,3055.89226135,0.0057
"1590",1506049500,3055.89226135,0.0026
"1591",1506049528,3055.4450005,0.0054
"1592",1506049557,3055.4450005,0.003
"1593",1506049587,3055.4450005,0.0047
"1594",1506049617,3055.4450005,0.0026
"1595",1506049646,3055.4450005,0.0017
"1596",1506049675,3055.4450005,0.0051
"1597",1506049704,3055.4450005,0.0045
"1598",1506049733,3055.4450005,0.0045
"1599",1506049762,3055.4450005,0.0056
"1600",1506049792,3055.4450005,0.003
"1601",1506049823,3055.4450005,0.003
"1602",1506049850,3055.4450005,0.0012
"1603",1506049879,3055.4450005,0.0037
"1604",1506049908,3055.4450005,0.0015
"1605",1506049938,3055.4450005,0.0035
"1606",1506049966,3055.4450005,0.0021
"1607",1506049996,3055.4450005,0.0018
"1608",1506050024,3055.4450005,0.002
"1609",1506050054,3055.4450005,0.0018
"1610",1506050082,3055.4450005,0.002
"1611",1506050111,3055.4450005,0.0017
"1612",1506050139,3055.4450005,0.0043
"1613",1506050169,3055.4450005,0.0058
"1614",1506050198,3055.4450005,0.002
"1615",1506050227,3055.4450005,0.0035
"1616",1506050257,3055.4450005,0.003
"1617",1506050285,3055.4450005,0.0051
"1618",1506050314,3055.4450005,0.0031
"1619",1506050342,3055.4450005,0.0058
"1620",1506050373,3055.4450005,0.0055
"1621",1506050401,3055.4450005,0.001
"1622",1506050430,3055.44724586,0.0057
"1623",1506050458,3055.44724586,0.0012
"1624",1506050488,3055.4450005,0.0047
"1625",1506050516,3055.4450005,0.0012
"1626",1506050546,3055.4450005,0.0031
"1627",1506050575,3055.4450005,0.0028
"1628",1506050606,3055.4450005,0.0016
"1629",1506050634,3055.4450005,0.0057
"1630",1506050664,3055.4450005,0.0035
"1631",1506050692,3055.4450005,0.0034
"1632",1506050722,3055.4450005,0.0037
"1633",1506050751,3055.4450005,0.0012
"1634",1506050781,3055.4450005,0.0028
"1635",1506050810,3055.4450005,0.0038
"1636",1506050839,3055.4450005,0.0016
"1637",1506050868,3055.4450005,0.0041
"1638",1506050898,3055.4450005,0.0043
"1639",1506050926,3055.4450005,0.0035
"1640",1506050956,3055.4450005,0.0048
"1641",1506050984,3055.4450005,0.0041
"1642",1506051015,3055.4450005,0.0053
"1643",1506051041,3055.4450005,0.0028
"1644",1506051071,3055.4450005,0.0048
"1645",1506051100,3055.4450005,0.0051
"1646",1506051129,3055.4450005,0.0051
"1647",1506051158,3055.4450005,0.0011
"1648",1506051187,3055.4450005,0.0053
"1649",1506051217,3055.4450005,0.001
"1650",1506051246,3055.4450005,0.0058
"1651",1506051275,3055.4450005,0.0034
"1652",1506051304,3055.4450005,0.0057
"1653",1506051334,3055.4450005,0.0016
"1654",1506051362,3055.4450005,0.0011
"1655",1506051391,3055.4450005,0.0044
"1656",1506051420,3055.97758393,0.0014
"1657",1506051450,3056.5050005,0.0026
"1658",1506051479,3056.5050005,0.0023
"1659",1506051509,3056.5050005,0.0055
"1660",1506051538,3056.5050005,0.0056
"1661",1506051567,3056.5050005,0.0024
"1662",1506051596,3056.5050005,0.0048
"1663",1506051625,3056.5050005,0.0016
"1664",1506051654,3056.5050005,0.002
"1665",1506051683,3056.5050005,0.0047
"1666",1506051712,3056.5050005,0.005
"1667",1506051741,3056.5050005,0.0057
"1668",1506051769,3056.5050005,0.0024
"1669",1506051799,3056.5050005,0.0036
"1670",1506051828,3056.5050005,0.0056
"1671",1506051857,3056.5050005,0.0022
"1672",1506051886,3056.5050005,0.0018
"1673",1506051916,3056.5050005,0.0026
"1674",1506051944,3056.5050005,0.0053
"1675",1506051976,3056.5050005,0.0053
"1676",1506052002,3056.5050005,0.0052
"1677",1506052033,3056.5050005,0.0022
"1678",1506052061,3056.5050005,0.0016
"1679",1506052091,3056.5050005,0.0033
"1680",1506052120,3056.5050005,0.0044
"1681",1506052148,3056.5050005,0.0058
"1682",1506052178,3056.5050005,0.0022
"1683",1506052208,3056.5050005,0.0016
"1684",1506052236,3056.5050005,0.0054
"1685",1506052266,3056.5050005,0.0026
"1686",1506052295,3056.5050005,0.0033
"1687",1506052325,3056.53255844,0.0027
"1688",1506052353,3056.53255844,0.0014
"1689",1506052383,3058.08343333,0.0058
"1690",1506052412,3058.08343333,0.0021
"1691",1506052441,3058.08343333,0.0021
"1692",1506052471,3056.5550005,0.0024
"1693",1506052500,3056.5550005,0.0024
"1694",1506052529,3056.5550005,0.005
"1695",1506052557,3056.5550005,0.0052
"1696",1506052588,3056.5550005,0.0014
"1697",1506052616,3056.5550005,0.0054
"1698",1506052645,3056.5550005,0.0011
"1699",1506052674,3056.5550005,0.0045
"1700",1506052703,3056.5550005,0.002
"1701",1506052732,3056.5550005,0.0044
"1702",1506052762,3056.5550005,0.0018
"1703",1506052790,3056.5550005,0.0048
"1704",1506052821,3056.5550005,0.0033
"1705",1506052850,3056.5550005,0.0043
"1706",1506052877,3056.5550005,0.0032
"1707",1506052906,3056.5550005,0.0022
"1708",1506052936,3056.5550005,0.0052
"1709",1506052963,3056.5550005,0.0033
"1710",1506052993,3056.5550005,0.001
"1711",1506053022,3056.5550005,0.0034
"1712",1506053051,3056.5550005,0.0041
"1713",1506053080,3056.5550005,0.005
"1714",1506053109,3056.5550005,0.0046
"1715",1506053137,3056.5550005,0.0056
"1716",1506053167,3056.5550005,0.0042
"1717",1506053196,3056.5550005,0.0041
"1718",1506053225,3056.5550005,0.0024
"1719",1506053254,3056.5550005,0.0011
"1720",1506053284,3056.5550005,0.0057
"1721",1506053312,3055.03412261,0.0048
"1722",1506053341,3055.03412261,0.0045
"1723",1506053370,3058.10344333,0.004
"1724",1506053398,3058.10344333,0.0041
"1725",1506053428,3056.5750005,0.0022
"1726",1506053457,3056.5750005,0.0046
"1727",1506053486,3056.5750005,0.005
"1728",1506053515,3056.5750005,0.0013
"1729",1506053545,3056.5750005,0.0053
"1730",1506053574,3056.5750005,0.0022
"1731",1506053604,3056.5750005,0.0022
"1732",1506053632,3056.5750005,0.0041
"1733",1506053662,3056.5750005,0.003
"1734",1506053690,3056.5750005,0.0014
"1735",1506053721,3056.5750005,0.0013
"1736",1506053749,3056.5750005,0.0053
"1737",1506053779,3056.5750005,0.005
"1738",1506053807,3056.5750005,0.0048
"1739",1506053838,3056.5750005,0.0053
"1740",1506053864,3056.5750005,0.0013
"1741",1506053895,3056.5750005,0.0013
"1742",1506053923,3056.5750005,0.0031
"1743",1506053953,3056.5750005,0.001
"1744",1506053981,3056.5750005,0.0012
"1745",1506054010,3056.5750005,0.0046
"1746",1506054038,3056.5750005,0.0027
"1747",1506054068,3056.5750005,0.0041
"1748",1506054097,3056.5750005,0.003
"1749",1506054127,3056.5750005,0.0015
"1750",1506054155,3056.5750005,0.0024
"1751",1506054184,3056.5750005,0.0022
"1752",1506054215,3056.5750005,0.0054
"1753",1506054241,3056.5750005,0.0023
"1754",1506054272,3055.18410961,0.0026
"1755",1506054300,3055.18410961,0.0014
"1756",1506054329,3058.73918058,0.0045
"1757",1506054357,3058.73918058,0.002
"1758",1506054389,3062.24131033,0.004
"1759",1506054416,3062.24131033,0.0058
"1760",1506054447,3064.65932211,0.0044
"1761",1506054474,3064.65932211,0.0033
"1762",1506054505,3064.65932211,0.0053
"1763",1506054533,3064.65932211,0.0043
"1764",1506054563,3068.229995,0.004
"1765",1506054591,3068.229995,0.0052
"1766",1506054620,3068.229995,0.0051
"1767",1506054649,3068.229995,0.0052
"1768",1506054678,3073.93624057,0.0038
"1769",1506054707,3073.93624057,0.0011
"1770",1506054737,3075.04612957,0.0038
"1771",1506054765,3075.04612957,0.0042
"1772",1506054795,3076.41099307,0.0038
"1773",1506054823,3076.41099307,0.0044
"1774",1506054853,3079.61567257,0.0041
"1775",1506054881,3079.61567257,0.0043
"1776",1506054910,3079.6450005,0.0027
"1777",1506054939,3079.6450005,0.0011
"1778",1506054968,3079.6450005,0.004
"1779",1506054997,3079.6450005,0.0031
"1780",1506055026,3079.6450005,0.005
"1781",1506055055,3079.6450005,0.0047
"1782",1506055085,3079.6450005,0.001
"1783",1506055115,3079.6450005,0.0046
"1784",1506055143,3079.6450005,0.0051
"1785",1506055172,3079.6450005,0.001
"1786",1506055200,3079.6450005,0.0045
"1787",1506055230,3079.6450005,0.005
"1788",1506055258,3079.6450005,0.0048
"1789",1506055288,3079.6450005,0.004
"1790",1506055317,3079.6450005,0.0031
"1791",1506055346,3079.6450005,0.0043
"1792",1506055376,3079.6450005,0.0045
"1793",1506055405,3079.6450005,0.0034
"1794",1506055434,3079.6450005,0.0016
"1795",1506055463,3079.6450005,0.0035
"1796",1506055492,3079.6450005,0.002
"1797",1506055522,3079.6450005,0.0025
"1798",1506055549,3079.6450005,0.0034
"1799",1506055579,3079.6450005,0.0044
"1800",1506055608,3087.5157625,0.0048
"1801",1506055637,3079.8850245,0.0042
"1802",1506055665,3079.8850245,0.0023
"1803",1506055695,3079.8850245,0.0056
"1804",1506055723,3079.8850245,0.0016
"1805",1506055754,3079.8850245,0.0043
"1806",1506055782,3077.07283575,0.005
"1807",1506055812,3080.1250005,0.005
"1808",1506055841,3080.1250005,0.001
"1809",1506055871,3080.1250005,0.0056
"1810",1506055899,3080.1250005,0.0044
"1811",1506055928,3080.1250005,0.0033
"1812",1506055957,3080.1250005,0.0016
"1813",1506055986,3080.1250005,0.0031
"1814",1506056015,3080.1250005,0.0043
"1815",1506056045,3080.1250005,0.0014
"1816",1506056073,3080.1250005,0.0013
"1817",1506056102,3080.1250005,0.0047
"1818",1506056131,3080.1250005,0.0053
"1819",1506056160,3080.1250005,0.0051
"1820",1506056189,3081.00737437,0.0017
"1821",1506056218,3081.00737437,0.0048
"1822",1506056248,3091.040001,0.0056
"1823",1506056276,3091.040001,0.0052
"1824",1506056305,3091.040001,0.0046
"1825",1506056334,3091.040001,0.0017
"1826",1506056363,3091.040001,0.0038
"1827",1506056392,3091.040001,0.0025
"1828",1506056423,3091.040001,0.0036
"1829",1506056453,3091.040001,0.0035
"1830",1506056481,3091.040001,0.0043
"1831",1506056509,3091.040001,0.0028
"1832",1506056538,3091.040001,0.0017
"1833",1506056567,3091.040001,0.0011
"1834",1506056596,3091.040001,0.0052
"1835",1506056625,3091.040001,0.0057
"1836",1506056655,3091.040001,0.0053
"1837",1506056683,3091.040001,0.0052
"1838",1506056712,3091.040001,0.004
"1839",1506056741,3091.040001,0.005
"1840",1506056770,3091.040001,0.002
"1841",1506056799,3091.040001,0.005
"1842",1506056828,3092.0301,0.0043
"1843",1506056857,3092.0301,0.0037
"1844",1506056886,3092.9850045,0.0048
"1845",1506056916,3092.9850045,0.0058
"1846",1506056945,3092.9850045,0.0041
"1847",1506056974,3092.9850045,0.0037
"1848",1506057003,3092.9850045,0.0016
"1849",1506057032,3092.9850045,0.004
"1850",1506057061,3092.9850045,0.0018
"1851",1506057093,3092.9850045,0.0037
"1852",1506057120,3092.9850045,0.0031
"1853",1506057151,3092.9850045,0.0034
"1854",1506057179,3092.9850045,0.0015
"1855",1506057209,3092.9850045,0.0013
"1856",1506057236,3092.9850045,0.0054
"1857",1506057267,3092.9850045,0.0058
"1858",1506057295,3092.9850045,0.0057
"1859",1506057324,3093.06650638,0.0051
"1860",1506057353,3093.06650638,0.0046
"1861",1506057382,3095.4250005,0.0056
"1862",1506057411,3095.4250005,0.0037
"1863",1506057441,3095.4250005,0.0024
"1864",1506057470,3095.4250005,0.0042
"1865",1506057499,3095.4250005,0.0018
"1866",1506057528,3095.4250005,0.0033
"1867",1506057557,3095.4250005,0.0053
"1868",1506057586,3095.4250005,0.0048
"1869",1506057616,3095.4250005,0.0026
"1870",1506057644,3095.4250005,0.0025
"1871",1506057675,3095.4250005,0.001
"1872",1506057703,3095.4250005,0.0012
"1873",1506057734,3095.4250005,0.0055
"1874",1506057762,3095.4250005,0.0024
"1875",1506057792,3095.4250005,0.0038
"1876",1506057820,3095.4250005,0.0025
"1877",1506057850,3095.4250005,0.0045
"1878",1506057880,3095.4250005,0.0023
"1879",1506057908,3095.4250005,0.0037
"1880",1506057938,3095.4250005,0.0028
"1881",1506057967,3095.4250005,0.0055
"1882",1506057996,3095.4250005,0.0023
"1883",1506058025,3095.4250005,0.0035
"1884",1506058054,3095.4250005,0.0045
"1885",1506058084,3095.4250005,0.0033
"1886",1506058112,3095.4250005,0.0023
"1887",1506058141,3095.4250005,0.004
"1888",1506058170,3095.4250005,0.0034
"1889",1506058199,3095.4250005,0.0047
"1890",1506058230,3095.4250005,0.0057
"1891",1506058257,3096.34217721,0.0026
"1892",1506058287,3096.34217721,0.0035
"1893",1506058316,3094.16866459,0.0033
"1894",1506058347,3094.9850735,0.0045
"1895",1506058374,3094.9850735,0.0026
"1896",1506058404,3094.9850735,0.0034
"1897",1506058431,3094.9850735,0.0055
"1898",1506058461,3094.9850735,0.0038
"1899",1506058489,3094.9850735,0.0046
"1900",1506058520,3097.30447542,0.0015
"1901",1506058548,3097.30447542,0.0048
"1902",1506058578,3097.30447542,0.0057
"1903",1506058606,3097.30447542,0.0034
"1904",1506058636,3097.30447542,0.0032
"1905",1506058664,3097.30447542,0.0058
"1906",1506058695,3098.13439242,0.0035
"1907",1506058723,3098.13439242,0.0021
"1908",1506058753,3098.13439242,0.0016
"1909",1506058782,3098.13439242,0.0013
"1910",1506058812,3101.1677535,0.0058
"1911",1506058840,3101.1677535,0.0056
"1912",1506058870,3101.89657138,0.0024
"1913",1506058899,3101.89657138,0.0053
"1914",1506058929,3104.250391,0.004
"1915",1506058957,3104.250391,0.0053
"1916",1506058987,3105.640252,0.0051
"1917",1506059016,3105.640252,0.0011
"1918",1506059046,3106.5751585,0.0044
"1919",1506059075,3106.5751585,0.0037
"1920",1506059104,3106.5751585,0.0042
"1921",1506059133,3106.5751585,0.0043
"1922",1506059162,3107.800036,0.0011
"1923",1506059190,3107.800036,0.0043
"1924",1506059220,3107.800036,0.0033
"1925",1506059249,3107.800036,0.0046
"1926",1506059278,3107.800036,0.0044
"1927",1506059307,3107.800036,0.0047
"1928",1506059336,3107.800036,0.0031
"1929",1506059365,3106.25646038,0.0021
"1930",1506059395,3106.25646038,0.0046
"1931",1506059425,3106.25646038,0.0044
"1932",1506059453,3106.25646038,0.0045
"1933",1506059484,3106.25646038,0.0054
"1934",1506059511,3106.25646038,0.0022
"1935",1506059540,3106.25646038,0.005
"1936",1506059568,3106.25646038,0.004
"1937",1506059598,3106.25646038,0.0056
"1938",1506059627,3106.25646038,0.0031
"1939",1506059657,3106.25646038,0.0056
"1940",1506059686,3106.25646038,0.0056
"1941",1506059715,3106.25646038,0.0024
"1942",1506059744,3106.25646038,0.0025
"1943",1506059772,3106.25646038,0.0042
"1944",1506059802,3106.25646038,0.0048
"1945",1506059831,3106.25646038,0.0017
"1946",1506059860,3108.04595431,0.0046
"1947",1506059889,3107.6950935,0.0023
